Name;Kategorie;Zutaten;Zubereitung;Portionen;Kalorien;Eiweiß;Kohlenhydrate;Fett
Kartoffelpuffer #475;Vegan;Kartoffelpuffer, Tomate, Zimt, Petersilie, Mehl, Knoblauch;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;791;15;162;9
Sauerbraten #476;Hauptgericht;Sauerbraten, Butter, Zitrone, Karotte, Olivenöl, Sahne;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;628;18;69;31
Schweinebraten #477;Suppe;Schweinebraten, Olivenöl, Ei, Brühe, Zwiebel, Karotte;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;544;26;80;13
Schweinebraten #478;Nachtisch;Schweinebraten, Brühe, Apfel, Käse, Mehl, Zitrone;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;814;34;144;11
Maultaschen #479;Nachtisch;Maultaschen, Käse, Paprika, Senf, Olivenöl, Brühe;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;833;20;141;21
Leberknödel #480;Fischgericht;Leberknödel, Apfel, Käse, Karotte, Gurke, Milch;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;591;5;120;10
Kartoffelsuppe #481;Pfannengericht;Kartoffelsuppe, Gurke, Apfel, Petersilie, Zimt, Karotte;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;713;33;109;16
Rinderroulade #482;Nachtisch;Rinderroulade, Senf, Tomate, Sahne, Porree, Käse;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;785;16;119;27
Eintopf #483;Beilage;Eintopf, Zwiebel, Ei, Tomate, Sahne, Sellerie;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;672;19;119;13
Frikadellen #484;Vegan;Frikadellen, Tomate, Zimt, Brühe, Milch, Senf;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;327;16;32;15
Leberknödel #485;Suppe;Leberknödel, Gurke, Ei, Karotte, Brühe, Porree;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;829;36;135;16
Rinderroulade #486;Vegetarisch;Rinderroulade, Zimt, Zitrone, Ei, Porree, Brühe;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;626;32;59;29
Bratkartoffeln #487;Pasta;Bratkartoffeln, Sahne, Gurke, Paprika, Tomate, Käse;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;682;32;93;20
Linsensuppe #488;Suppe;Linsensuppe, Butter, Vanille, Zimt, Paprika, Senf;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;794;35;129;15
Kartoffelsalat #489;Vegan;Kartoffelsalat, Gurke, Porree, Mehl, Brühe, Sellerie;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;648;45;78;17
Bratkartoffeln #490;Salat;Bratkartoffeln, Zimt, Käse, Tomate, Vanille, Sahne;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;526;7;99;11
Erbsensuppe #491;Vegetarisch;Erbsensuppe, Mehl, Senf, Sahne, Apfel, Olivenöl;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;311;35;0;29
Kartoffelpuffer #492;Frühstück;Kartoffelpuffer, Butter, Sahne, Senf, Knoblauch, Apfel;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;848;34;148;13
Käsekuchen #493;Suppe;Käsekuchen, Sellerie, Petersilie, Gurke, Apfel, Zwiebel;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;719;11;139;13
Apfelstrudel #494;Suppe;Apfelstrudel, Karotte, Knoblauch, Senf, Ei, Käse;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;301;9;12;24
Rinderroulade #495;Reis;Rinderroulade, Sellerie, Brühe, Gurke, Milch, Senf;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;576;13;99;14
Gulasch #496;Vegan;Gulasch, Zitrone, Petersilie, Knoblauch, Milch, Vanille;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;717;19;83;34
Käsekuchen #497;Curry;Käsekuchen, Tomate, Vanille, Olivenöl, Gurke, Knoblauch;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;659;16;94;24
Kartoffelsuppe #498;Suppe;Kartoffelsuppe, Paprika, Karotte, Vanille, Käse, Apfel;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;459;6;84;11
Frikadellen #499;Beilage;Frikadellen, Mehl, Senf, Käse, Gurke, Zwiebel;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;460;28;19;30
Spätzle #500;Nachtisch;Spätzle, Petersilie, Butter, Vanille, Sellerie, Porree;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;789;30;108;26
